,author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,positive SA value,Negative SA values,Compound,source,tweet
1868,4898091,2020-02-05 07:30:13+00:00, ,1.22496E+18,en,27,4,3,10,,,,SocialFlow,"Boris Johnson is expected to decide within days whether to give the go-ahead for the HS2 high-speed railway, Britain’s biggest infrastructure project since the second world war. Here are the pros and cons: https://t.co/kN7fwatIrQ"
1865,4898091,2020-02-05 08:15:10+00:00, ,1.22497E+18,en,28,7,0,30,,,,SocialFlow,The coronavirus outbreak has unsettled global markets and raised fears about economic growth. It’s also hit the humble coffee bean https://t.co/njAeRBbNAk https://t.co/xZcrJTN5PV
1864,4898091,2020-02-05 08:30:17+00:00, ,1.22497E+18,en,296,15,8,180,,,,SocialFlow,Martin Wolf: Boris Johnson believes Britain has not only the right to shoot itself in both feet but a duty to do so rather than allow EU institutions any role in its affairs. But sovereignty is not the same as power https://t.co/342MIHA0Ko
1860,4898091,2020-02-05 09:20:13+00:00, ,1.22499E+18,en,29,0,1,12,,,,SocialFlow,"Robert Armstrong: Economists and occultists have a word for things that walk the earth, dimly aware that they are no longer alive: zombies. Instead of resting in their graves, some corporations have reanimated. https://t.co/cXUQWXVn7t"
1858,4898091,2020-02-05 10:00:10+00:00, ,1.225E+18,en,18,3,1,21,,,,SocialFlow,"Hong Kong's flag carrier, Cathay Pacific Airways, has asked all of its staff to take three weeks of unpaid leave as the spread of coronavirus has sent demand for its flights spiralling downward https://t.co/JJEiaxgN6z"
1857,4898091,2020-02-05 10:20:09+00:00, ,1.225E+18,en,16,5,8,8,,,,SocialFlow,"Speaking to lawmakers on the floor of the House of Representatives where he was impeached less than two months ago, Mr Trump said the US was 'thriving and highly respected again' https://t.co/scP7UK4RPD"
1855,4898091,2020-02-05 11:00:08+00:00, ,1.22501E+18,en,38,5,2,15,,,,SocialFlow,"Robert Armstrong: The most frightening side effect of central bank policy may not be zombie companies, but rather zombie investors
https://t.co/3QqYnviTPD"
1852,4898091,2020-02-05 11:40:04+00:00, ,1.22502E+18,en,12,2,0,8,,,,SocialFlow,"The amount of money that a spouse will automatically inherit if their partner dies without a will is set to rise by £20,000, but experts warn this will not solve the financial 'nightmare' of intestacy https://t.co/pRKJ9c2xoF"
1851,4898091,2020-02-05 12:00:10+00:00, ,1.22503E+18,en,21,1,0,13,,,,SocialFlow,"The coronavirus outbreak has unsettled global markets, hitting equity and commodity prices as concerns grow about its impact on economic growth. A less obvious casualty has been the humble coffee bean https://t.co/fqiyYDkJ0Y https://t.co/bmPK5Dc2Rp"
1848,4898091,2020-02-05 13:00:08+00:00, ,1.22504E+18,en,11,1,1,13,,,,SocialFlow,"In light of new guidance from the EU, Vodafone will strip Huawei systems out of its 'core' network across Europe, a process that would take five years 
https://t.co/Ejs5IOCdqR"
1847,4898091,2020-02-05 13:20:10+00:00, ,1.22505E+18,en,9,1,0,2,,,,SocialFlow,"Big Hit Entertainment’s success is due almost entirely to the global rise of K-pop group BTS
https://t.co/EKIWMm8l7l"
1845,4898091,2020-02-05 13:40:07+00:00, ,1.22505E+18,en,20,1,7,13,,,,SocialFlow,"At a guard of honour at the presidential palace in Kyiv, Turkey's president shouted 'Glory to Ukraine', a nationalist slogan deeply associated with anti-Russia sentiment
https://t.co/TTnMcAo2V9"
1842,4898091,2020-02-05 14:40:05+00:00, ,1.22507E+18,en,15,0,1,2,,,,SocialFlow,"Opinion: You cannot release an app into one of the most watched primaries in years and expect there not to be chaos
https://t.co/nE3XgO97He"
1841,4898091,2020-02-05 14:55:20+00:00, ,1.22507E+18,en,0,0,0,3,,,,SocialFlow,"RT @JonathanEley: Life's for the living, let the dead rest in peace. Why ""zombie companies"" should be shoved into their graves, via @rbrtrm…"
1838,4898091,2020-02-05 15:40:08+00:00, ,1.22508E+18,en,14,1,1,4,,,,SocialFlow,"'Trump is kryptonite to a small segment of traditional metropolitan business Republicans, who have defected to the Democrats', said Aaron Renn, publisher of Heartland Intelligence 
https://t.co/LTyYxD9POO"
1837,4898091,2020-02-05 15:41:46+00:00, ,1.22508E+18,en,0,0,0,56,,,,SocialFlow,"RT @ArashMassoudi: What is Brookfield? 

That is one of the hardest questions to answer in modern finance 

@markvdvd spent months looking…"
1831,4898091,2020-02-05 17:20:12+00:00, ,1.22511E+18,en,53,7,0,57,,,,SocialFlow,"Apple may have to delay the launch of its next iPhone after coronavirus disrupted production in China, home to the world’s largest iPhone factory
https://t.co/NeCTZDuNCX"
1829,4898091,2020-02-05 18:00:27+00:00, ,1.22512E+18,en,20,0,0,6,,,,SocialFlow,"Electric vehicle sales rose from 1,334 in January 2019 to 4,054 last month 
https://t.co/dWIXGLagEK"
1828,4898091,2020-02-05 18:23:36+00:00, ,1.22512E+18,en,0,0,0,13,,,,SocialFlow,"RT @ChassNews: Although we have no cases reported from Africa, that cannot be true,” said Thomas Breuer, epidemiologist with GSK Vaccines -…"
1827,4898091,2020-02-05 19:38:07+00:00, ,1.22514E+18,en,33,0,2,9,,,,SocialFlow,Mitt Romney to break with Republicans on Trump impeachment vote https://t.co/W9UOpZm0KQ
1825,4898091,2020-02-05 21:45:08+00:00, ,1.22517E+18,en,7,1,0,8,,,,SocialFlow,Just published: front page of the Financial Times international edition Thursday February 6 https://t.co/JjpZZA0jwj https://t.co/ZIaOSB9nSC
1824,4898091,2020-02-05 21:45:26+00:00, ,1.22517E+18,en,54,2,11,28,,,,SocialFlow,"Latest: The Senate has acquitted Donald Trump on both impeachment charges, despite Mitt Romney becoming the first senator in US history to vote to convict a president from his own party https://t.co/U7s2OCBXhD"
1823,4898091,2020-02-05 21:50:07+00:00, ,1.22517E+18,en,5,3,0,4,,,,SocialFlow,Just published: front page of the Financial Times UK edition Thursday February 6 https://t.co/jO5OwbRXra https://t.co/mEkNw2hh4z
1822,4898091,2020-02-05 22:29:47+00:00, ,1.22518E+18,en,15,1,2,11,,,,SocialFlow,US weighs Venezuela-related sanctions against oil companies https://t.co/tWBguMgpkE
1821,4898091,2020-02-05 23:17:21+00:00, ,1.2252E+18,en,7,0,0,4,,,,SocialFlow,Mattress firm Casper receives sleepy IPO reception https://t.co/32rFgjv5qz
1818,4898091,2020-02-06 00:02:17+00:00, ,1.22521E+18,en,14,0,0,4,,,,SocialFlow,"The FT's transatlantic culture podcast @FTCultureCall returns today with a brand new season! Lilah and Gris will be bringing you conversations with Noah Baumbach, Kaitlin Prest, Eimear McBride, Ira Glass, and many others. Listen to the trailer for more: https://t.co/UOmQ4FtJPY https://t.co/pk72dgkx87"
1815,4898091,2020-02-06 01:00:20+00:00, ,1.22522E+18,en,0,0,0,8,,,,SocialFlow,"RT @estherbintliff: 'Just as low yields on risk-free assets lead to fevered bidding for speculative assets, from WeWork to Tesla, so ample…"
1814,4898091,2020-02-06 01:23:15+00:00, ,1.22523E+18,en,16,1,3,14,,,,SocialFlow,Coronavirus latest: China says more than 500 have died in outbreak https://t.co/yiOTzx4LP1
1813,4898091,2020-02-06 01:30:18+00:00, ,1.22523E+18,en,0,0,0,45,,,,SocialFlow,"RT @laurapitel: Western nations have fretted in recent years over Turkey's growing closeness with Russia. But the high tensions over Syria,…"
1812,4898091,2020-02-06 01:59:54+00:00, ,1.22524E+18,en,7,0,1,6,,,,SocialFlow,Chinese county ‘locked down’ over new coronavirus fears https://t.co/U4zf8Ju2sZ
1807,4898091,2020-02-06 03:34:27+00:00, ,1.22526E+18,en,20,3,3,16,,,,SocialFlow,"S&amp;P warned that the coronavirus outbreak will disrupt the global auto supply chain, while shares in Hong Kong-listed toilet paper manufacturers surged on rumours of shortages. Read our live coverage here: https://t.co/iZSBurAIEb"
1805,4898091,2020-02-06 04:00:11+00:00, ,1.22527E+18,en,3,1,1,6,,,,SocialFlow,"‘It is worrying . . . the coming 14 days will be key,’ said Carrie Lam, Hong Kong’s chief executive, warning that the coronavirus situation had ‘entered a critical new stage’ https://t.co/vdqjpPxW2M"
1804,4898091,2020-02-06 04:20:08+00:00, ,1.22527E+18,en,27,0,2,20,,,,SocialFlow,"Just in: Virgin Australia says it is ending flights from Australia to Hong Kong, which has been battered by months of civil unrest and more recently the coronavirus outbreak. Follow our live coverage here: https://t.co/nuZWwhlVJK"
1803,4898091,2020-02-06 04:40:08+00:00, ,1.22528E+18,en,34,8,6,47,,,,SocialFlow,Executives at some of China’s largest refineries expect nationwide demand will fall by a staggering 3.2m barrels a day in February — equivalent to more than 3% of global consumption https://t.co/Ht3Enk4CXU
1802,4898091,2020-02-06 05:00:06+00:00, ,1.22528E+18,en,36,3,2,31,,,,SocialFlow,Just in: China announced it would halve punitive tariffs on some goods imported from the US  https://t.co/7NdLEjcURS https://t.co/kqjHPSIAfA
1796,4898091,2020-02-06 06:45:18+00:00, ,1.22531E+18,en,0,0,0,7,,,,SocialFlow,"RT @lilahrap: BIG NEWS: @FTCultureCall is back for Season 2 in...five hours!! Get ready for an awesome season ft Noah Baumbach, Ira Glass,…"
1794,4898091,2020-02-06 07:15:07+00:00, ,1.22532E+18,en,12,3,16,9,,,,SocialFlow,Sajid Javid will ask members of the public and the business community which EU rules the British government should ‘improve or remove’ — the issue at the heart of Boris Johnson’s post-Brexit trade policy https://t.co/jAAp9uMw3p
1792,4898091,2020-02-06 07:45:09+00:00, ,1.22532E+18,en,5,1,0,6,,,,SocialFlow,The FT View: Finance has been notable by its absence from the first stage of the Brexit negotiations. That cannot continue https://t.co/78kXQE0PNL
1791,4898091,2020-02-06 08:00:17+00:00, ,1.22533E+18,en,35,2,2,17,,,,SocialFlow,"Gritted teeth, an adamantine dimpled jaw and a voice sounding like a meat grinder: for a postwar movie generation Kirk Douglas, who has died aged 103, was the definition of macho https://t.co/ollXzcXzXQ"
1789,4898091,2020-02-06 08:27:17+00:00, ,1.22534E+18,en,0,0,0,67,,,,SocialFlow,RT @GeorgeWParker: New: ⁦@sajidjavid⁩ to ask the public in Budget which EU rules they’d like to scrap. Ministers have been strangely retice…
1787,4898091,2020-02-06 08:45:13+00:00, ,1.22534E+18,en,25,1,2,9,,,,SocialFlow,"Ever since Margaret Thatcher demanded her money back at the 1984 Fontainebleau summit, Britain could be relied on to lead the charge for a tight EU budget. Now, small, wealthy nations are feeling Britain’s absence https://t.co/BuI8H2Hz6b"
1786,4898091,2020-02-06 09:00:21+00:00, ,1.22534E+18,en,17,2,7,8,,,,SocialFlow,Robert Shrimsley: Boris Johnson may be calling for a national reconciliation but hardcore Remainers would prefer a Truth and Reconciliation Commission https://t.co/8fCuPFQDj2
1783,4898091,2020-02-06 10:00:10+00:00, ,1.22536E+18,en,7,2,3,3,,,,SocialFlow,"Poyang, a rural region downriver from Wuhan, had transport links severed by its neighbours. Inside the county, local authorities switched all the traffic signals to red and banned non-emergency vehicles from the roads https://t.co/FWgmDaB0gn"
1782,4898091,2020-02-06 10:20:06+00:00, ,1.22536E+18,en,14,6,0,15,,,,SocialFlow,Scotland’s finance minister Derek Mackay has resigned just hours before he was due to present the country’s budget following allegations he sent hundreds of messages to a 16-year-old boy https://t.co/s38i6XQ6Go
1778,4898091,2020-02-06 11:05:35+00:00, ,1.22537E+18,en,69,6,9,13,,,,Ads Uploader for Twitter,FT writers give their tips on how to maintain mental and physical wellbeing https://t.co/ga38t4whQk
1772,4898091,2020-02-06 11:05:38+00:00, ,1.22537E+18,en,24,1,1,2,,,,Ads Uploader for Twitter,FT writers give their tips on how to maintain mental and physical wellbeing https://t.co/zEa39DJaAZ
1771,4898091,2020-02-06 11:05:39+00:00, ,1.22537E+18,en,4,0,0,1,,,,Ads Uploader for Twitter,"Singapore has nurtured a huge venture capital ecosystem and persuaded a number of foreign technology companies. In Hong Kong, however there is still “an overemphasis on property development and financial services”, said Charles Mok. https://t.co/XNaTPmXDG7"
1769,4898091,2020-02-06 11:05:39+00:00, ,1.22537E+18,en,14,0,1,5,,,,Ads Uploader for Twitter,"Singapore has nurtured a huge venture capital ecosystem and persuaded a number of foreign technology companies. In Hong Kong, however there is still “an overemphasis on property development and financial services”, said Charles Mok. https://t.co/MXRFgVkl6j"
1770,4898091,2020-02-06 11:05:39+00:00, ,1.22537E+18,en,32,2,2,7,,,,Ads Uploader for Twitter,FT writers give their tips on how to maintain mental and physical wellbeing https://t.co/ZOmDGOvMMK
1763,4898091,2020-02-06 11:05:42+00:00, ,1.22538E+18,en,5,0,0,0,,,,Ads Uploader for Twitter,"Singapore has nurtured a huge venture capital ecosystem and persuaded a number of foreign technology companies. In Hong Kong, however there is still “an overemphasis on property development and financial services”, said Charles Mok. https://t.co/hhpiQS1cJ2"
1762,4898091,2020-02-06 11:05:42+00:00, ,1.22538E+18,en,227,10,12,107,,,,Ads Uploader for Twitter,"The epidemic ranks as the biggest crisis to have hit Xi Jinping, China’s Communist party leader, since he took power in 2012.  https://t.co/8EHuFnCNJB"
1759,4898091,2020-02-06 11:05:44+00:00, ,1.22538E+18,en,1,0,1,0,,,,Ads Uploader for Twitter,"Dey was 17 at the time, and a member of the SS unit charged with administering and guarding the camps. Dey has admitted to serving as a guard at Stutthof from August 1944 to April 1945, but denies the accusation that he had any role in the murders. https://t.co/KOkFRTHKPI"
1758,4898091,2020-02-06 11:05:44+00:00, ,1.22538E+18,en,2,0,0,2,,,,Ads Uploader for Twitter,"""Spain’s politicians face an exceedingly EU-friendly electorate and have little to fear from pushing new European initiatives. But they have often seemed not to have much of a policy to push."" https://t.co/L2iDOfSLil"
1755,4898091,2020-02-06 11:05:45+00:00, ,1.22538E+18,en,0,0,0,1,,,,Ads Uploader for Twitter,"""If liberals really were the knaves of socialist and conservative demonology, they would not allow their vote to splinter so inefficiently among duplicate candidates."" https://t.co/qSL4cNKHiP"
1746,4898091,2020-02-06 11:05:49+00:00, ,1.22538E+18,en,11,0,0,0,,,,Ads Uploader for Twitter,"""To my surprise, I found I liked American PC. The Americans I befriended were funny. They just didn’t use ethnic or sexist slurs as humour crutches."" https://t.co/AJ5WGV8Pwq"
1747,4898091,2020-02-06 11:05:49+00:00, ,1.22538E+18,en,2,0,0,3,,,,Ads Uploader for Twitter,"""If liberals really were the knaves of socialist and conservative demonology, they would not allow their vote to splinter so inefficiently among duplicate candidates."" https://t.co/EnijanzcWd"
1745,4898091,2020-02-06 11:20:13+00:00, ,1.22538E+18,en,40,11,6,27,,,,SocialFlow,"(Free to read) Americans who say they are financially better off under Donald Trump’s presidency are overwhelmingly white men, says the new FT-Peterson poll. Read our findings here: https://t.co/et1KGoyreL https://t.co/PrkFAktRaX"
1743,4898091,2020-02-06 11:40:11+00:00, ,1.22538E+18,en,11,8,15,3,,,,SocialFlow,"Chancellor Sajid Javid will use his Budget next month to launch a 'Brexit red tape challenge', inviting members of the public to propose ways in which Britain might diverge from the EU rule book https://t.co/Hzwcrrw0rl"
1742,4898091,2020-02-06 12:00:06+00:00, ,1.22539E+18,en,10,1,3,2,,,,SocialFlow,"Robert Shrimsley: If I were Nigel Farage, I’d worry about the fruitcakes, loonies and all those pro-Europeans nursing a grievance https://t.co/O5YXU3pvye"
1740,4898091,2020-02-06 12:27:07+00:00, ,1.2254E+18,en,0,0,0,87,,,,SocialFlow,"RT @PickardJE: Boris Johnson’s allies have a nickname for Sajid Javid: “Chino”, or “chancellor in name only”. 

via @GeorgeWParker and @Seb…"
1735,4898091,2020-02-06 13:32:32+00:00, ,1.22541E+18,en,15,1,2,15,,,,SocialFlow,Just in: A third UK case of coronavirus has been confirmed https://t.co/W7CszekiVw
1732,4898091,2020-02-06 14:02:53+00:00, ,1.22542E+18,en,0,0,0,72,,,,SocialFlow,"RT @EdwardGLuce: ""You only had to listen to Republican cheering for Mr Trump’s State of the Union address on Tuesday — a cross between a PT…"
1731,4898091,2020-02-06 14:20:09+00:00, ,1.22542E+18,en,10,0,0,3,,,,SocialFlow,Forget the film critics for a moment – and The Academy for that matter. We asked FT readers what films they think should win Oscars this year. Here's what you told us: https://t.co/CYNntKaDqr
1730,4898091,2020-02-06 14:40:11+00:00, ,1.22543E+18,en,13,3,1,8,,,,SocialFlow,"Hong Kong has lost ground in a critical sector already largely dominated by its neighbours
https://t.co/7RF2anlR4y"
1728,4898091,2020-02-06 15:20:09+00:00, ,1.22544E+18,en,20,3,8,26,,,,SocialFlow,(Free to read) The latest FT-Peterson poll showed that white men are the only ethnic group in which close to a majority believe they are financially better off since Donald Trump took office in 2017. Read our findings here: https://t.co/Gx7hWIwUjS
